English,URL,Russian,Spanish,Deutsch,Czech
confidence,https://www.oxfordlearnersdictionaries.com/definition/english/confidence,уверенность,confianza,Vertrauen,důvěra
conflict,https://www.oxfordlearnersdictionaries.com/definition/english/conflict_1,конфликт,conflicto,Konflikt,konflikt
conflict,https://www.oxfordlearnersdictionaries.com/definition/english/conflict_2,конфликт,conflicto,Konflikt,konflikt
confusing,https://www.oxfordlearnersdictionaries.com/definition/english/confusing,сбивает с толку,confuso,verwirrend,matoucí
confusion,https://www.oxfordlearnersdictionaries.com/definition/english/confusion,спутанность сознания,Confusión,Verwechslung,zmatek
conscious,https://www.oxfordlearnersdictionaries.com/definition/english/conscious,сознательный,consciente,bewusst,při vědomí
consequently,https://www.oxfordlearnersdictionaries.com/definition/english/consequently,следовательно,como consecuencia,Folglich,tudíž
conservation,https://www.oxfordlearnersdictionaries.com/definition/english/conservation,сохранение,conservación,Erhaltung,zachování
conservative,https://www.oxfordlearnersdictionaries.com/definition/english/conservative_1,консерватор,conservador,konservativ,konzervativní
conservative,https://www.oxfordlearnersdictionaries.com/definition/english/conservative_2,консерватор,conservador,konservativ,konzervativní
considerable,https://www.oxfordlearnersdictionaries.com/definition/english/considerable,значительный,considerable,beträchtlich,značný
considerably,https://www.oxfordlearnersdictionaries.com/definition/english/considerably,значительно,importantemente,wesentlich,značně
consideration,https://www.oxfordlearnersdictionaries.com/definition/english/consideration,рассмотрение,consideración,Erwägung,ohleduplnost
consistent,https://www.oxfordlearnersdictionaries.com/definition/english/consistent,последовательный,consistente,konsistent,konzistentní
consistently,https://www.oxfordlearnersdictionaries.com/definition/english/consistently,последовательно,consecuentemente,konsequent,důsledně
conspiracy,https://www.oxfordlearnersdictionaries.com/definition/english/conspiracy,заговор,conspiración,Verschwörung,spiknutí
constant,https://www.oxfordlearnersdictionaries.com/definition/english/constant_1,постоянный,constante,Konstante,konstantní
constantly,https://www.oxfordlearnersdictionaries.com/definition/english/constantly,постоянно,constantemente,ständig,neustále
construct,https://www.oxfordlearnersdictionaries.com/definition/english/construct_1,построить,construir,konstruieren,postavit
construction,https://www.oxfordlearnersdictionaries.com/definition/english/construction,строительство,construcción,Konstruktion,konstrukce
consult,https://www.oxfordlearnersdictionaries.com/definition/english/consult,консультироваться,consultar,konsultieren,konzultovat
consultant,https://www.oxfordlearnersdictionaries.com/definition/english/consultant,консультант,consultor,Berater,konzultant
consumption,https://www.oxfordlearnersdictionaries.com/definition/english/consumption,потребление,consumo,Verbrauch,spotřeba
contemporary,https://www.oxfordlearnersdictionaries.com/definition/english/contemporary_1,современный,contemporáneo,zeitgenössisch,moderní
contest,https://www.oxfordlearnersdictionaries.com/definition/english/contest_1,конкурс,concurso,Wettbewerb,soutěž
contest,https://www.oxfordlearnersdictionaries.com/definition/english/contest_2,конкурс,concurso,Wettbewerb,soutěž
contract,https://www.oxfordlearnersdictionaries.com/definition/english/contract_1,договор,contrato,Vertrag,smlouva
contract,https://www.oxfordlearnersdictionaries.com/definition/english/contract_2,договор,contrato,Vertrag,smlouva
contribute,https://www.oxfordlearnersdictionaries.com/definition/english/contribute,способствовать,contribuir,dazu beitragen,přispět
contribution,https://www.oxfordlearnersdictionaries.com/definition/english/contribution,вклад,contribución,Beitrag,příspěvek
controversial,https://www.oxfordlearnersdictionaries.com/definition/english/controversial,спорный,polémico,umstritten,kontroverzní
controversy,https://www.oxfordlearnersdictionaries.com/definition/english/controversy,полемика,controversia,Kontroverse,kontroverze
convenience,https://www.oxfordlearnersdictionaries.com/definition/english/convenience,удобство,conveniencia,Bequemlichkeit,pohodlí
convention,https://www.oxfordlearnersdictionaries.com/definition/english/convention,соглашение,convención,Konvention,konvence
conventional,https://www.oxfordlearnersdictionaries.com/definition/english/conventional,общепринятый,convencional,konventionell,konvenční
convert,https://www.oxfordlearnersdictionaries.com/definition/english/convert_1,конвертировать,convertir,Konvertieren,konvertovat
convey,https://www.oxfordlearnersdictionaries.com/definition/english/convey,передавать,transmitir,vermitteln,sdělit
convinced,https://www.oxfordlearnersdictionaries.com/definition/english/convinced,убежденный,convencido,überzeugt,přesvědčený
convincing,https://www.oxfordlearnersdictionaries.com/definition/english/convincing,убедительный,Convincente,überzeugend,přesvědčivý
cope,https://www.oxfordlearnersdictionaries.com/definition/english/cope_1,справляться,afrontar,bewältigen,zvládnout
core,https://www.oxfordlearnersdictionaries.com/definition/english/core_2,основной,centro,Ader,jádro
core,https://www.oxfordlearnersdictionaries.com/definition/english/core_1,основной,centro,Ader,jádro
corporate,https://www.oxfordlearnersdictionaries.com/definition/english/corporate,корпоративный,corporativo,Unternehmen,firemní
corporation,https://www.oxfordlearnersdictionaries.com/definition/english/corporation,корпорация,corporación,Konzern,korporace
corridor,https://www.oxfordlearnersdictionaries.com/definition/english/corridor,коридор,corredor,Gang,koridor
council,https://www.oxfordlearnersdictionaries.com/definition/english/council,совет,Consejo,Rat,rada
counter,https://www.oxfordlearnersdictionaries.com/definition/english/counter_1,прилавок,encimera,Zähler,čelit
county,https://www.oxfordlearnersdictionaries.com/definition/english/county_1,округ,condado,Bezirk,okres
courage,https://www.oxfordlearnersdictionaries.com/definition/english/courage,храбрость,coraje,Mut,odvaha
coverage,https://www.oxfordlearnersdictionaries.com/definition/english/coverage,покрытие,cobertura,Abdeckung,Dosah
crack,https://www.oxfordlearnersdictionaries.com/definition/english/crack_2,трескаться,grieta,Riss,crack
crack,https://www.oxfordlearnersdictionaries.com/definition/english/crack_1,трескаться,grieta,Riss,crack
craft,https://www.oxfordlearnersdictionaries.com/definition/english/craft_1,ремесло,artesanía,Handwerk,řemeslo
crash,https://www.oxfordlearnersdictionaries.com/definition/english/crash_1,крушение,choque,Absturz,pád
crash,https://www.oxfordlearnersdictionaries.com/definition/english/crash_2,крушение,choque,Absturz,pád
creation,https://www.oxfordlearnersdictionaries.com/definition/english/creation,творчество,creación,Schaffung,stvoření
creativity,https://www.oxfordlearnersdictionaries.com/definition/english/creativity,творческий подход,creatividad,Kreativität,tvořivost
creature,https://www.oxfordlearnersdictionaries.com/definition/english/creature,существо,criatura,Kreatur,stvoření
credit,https://www.oxfordlearnersdictionaries.com/definition/english/credit_2,кредит,crédito,Kredit,kredit
crew,https://www.oxfordlearnersdictionaries.com/definition/english/crew_1,экипаж,tripulación,Besatzung,osádka
crisis,https://www.oxfordlearnersdictionaries.com/definition/english/crisis_1,кризис,crisis,Krise,krize
criterion,https://www.oxfordlearnersdictionaries.com/definition/english/criterion,критерий,criterio,Kriterium,kritérium
critic,https://www.oxfordlearnersdictionaries.com/definition/english/critic,критик,crítico,Kritiker,kritik
critical,https://www.oxfordlearnersdictionaries.com/definition/english/critical,критический,crítico,kritisch,kritický
critically,https://www.oxfordlearnersdictionaries.com/definition/english/critically,критически,críticamente,kritisch,kriticky
criticism,https://www.oxfordlearnersdictionaries.com/definition/english/criticism,критика,crítica,Kritik,kritika
criticize,https://www.oxfordlearnersdictionaries.com/definition/english/criticize,критиковать,criticar,kritisieren,kritizovat
crop,https://www.oxfordlearnersdictionaries.com/definition/english/crop_1,обрезать,cultivo,Ernte,oříznutí
crucial,https://www.oxfordlearnersdictionaries.com/definition/english/crucial,ключевой,crucial,zentral,rozhodující
cruise,https://www.oxfordlearnersdictionaries.com/definition/english/cruise_1,круиз,crucero,Kreuzfahrt,plavba
cruise,https://www.oxfordlearnersdictionaries.com/definition/english/cruise_2,круиз,crucero,Kreuzfahrt,plavba
cry,https://www.oxfordlearnersdictionaries.com/definition/english/cry_2,плакать,llorar,schreien,plakat
cue,https://www.oxfordlearnersdictionaries.com/definition/english/cue_1,кий,señal,Stichwort,tágo
cure,https://www.oxfordlearnersdictionaries.com/definition/english/cure_2,излечивать,cura,Heilung,lék
cure,https://www.oxfordlearnersdictionaries.com/definition/english/cure_1,излечивать,cura,Heilung,lék
curious,https://www.oxfordlearnersdictionaries.com/definition/english/curious,любопытный,curioso,neugierig,zvědavý
current,https://www.oxfordlearnersdictionaries.com/definition/english/current_2,Текущий,Actual,Strom,aktuální
curriculum,https://www.oxfordlearnersdictionaries.com/definition/english/curriculum,учебный план,plan de estudios,Lehrplan,osnovy
curve,https://www.oxfordlearnersdictionaries.com/definition/english/curve_1,изгиб,curva,Kurve,křivka
curve,https://www.oxfordlearnersdictionaries.com/definition/english/curve_2,изгиб,curva,Kurve,křivka
curved,https://www.oxfordlearnersdictionaries.com/definition/english/curved,изогнутый,curvo,gebogen,zakřivený
cute,https://www.oxfordlearnersdictionaries.com/definition/english/cute,милый,lindo,niedlich,roztomilý
dairy,https://www.oxfordlearnersdictionaries.com/definition/english/dairy_2,молочные продукты,lácteos,Molkerei,Mléčné výrobky
dairy,https://www.oxfordlearnersdictionaries.com/definition/english/dairy_1,молочные продукты,lácteos,Molkerei,Mléčné výrobky
dare,https://www.oxfordlearnersdictionaries.com/definition/english/dare_1,осмелиться,atrevimiento,Wagen,odvážit se
darkness,https://www.oxfordlearnersdictionaries.com/definition/english/darkness,темнота,oscuridad,Dunkelheit,tma
database,https://www.oxfordlearnersdictionaries.com/definition/english/database,база данных,base de datos,Datenbank,databáze
date,https://www.oxfordlearnersdictionaries.com/definition/english/date_2,Дата,fecha,Datum,datum
deadline,https://www.oxfordlearnersdictionaries.com/definition/english/deadline,срок,plazo,Termin,Uzávěrka
